product_id,product_name,description,price,discount_percentage,category,brand,stock_quantity,color,size,weight,dimensions,release_date,rating,reviews_count,seller_name,seller_rating,seller_reviews_count,shipping_method,shipping_cost
44,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",869.87,43.27,clothing,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis,133,Turquoise,extra large,0.9,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper,2017-11-06,4.6,501,nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat,3.9,898,standard,24.56
45,primis in faucibus orci luctus et ultrices posuere cubilia curae duis,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",324.39,6.23,beauty,sit amet justo morbi ut odio cras mi pede malesuada,317,Aquamarine,small,6.5,in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate,2010-03-29,1.7,143,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis,4.7,928,standard,18.36
46,volutpat erat quisque erat eros viverra eget congue eget semper rutrum,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",242.79,13.89,toys,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur,877,Red,extra large,6.3,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl,2013-05-24,4.5,243,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam,1.1,328,standard,46.35
47,vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.",178.67,28.92,toys,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique,837,Purple,medium,0.5,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,2018-10-20,4.1,186,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,1.8,565,free,4.25
48,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing,In quis justo. Maecenas rhoncus aliquam lacus.,376.96,44.15,clothing,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat,778,Blue,medium,6.5,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem,2013-11-26,1.9,591,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar,4.0,599,free,39.08
49,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",746.18,10.15,home decor,nibh fusce lacus purus aliquet at feugiat non pretium quis,444,Goldenrod,medium,5.8,a pede posuere nonummy integer non velit donec diam neque vestibulum,2010-08-18,1.8,520,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer,1.9,199,express,20.67
50,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",643.57,4.14,home decor,pede libero quis orci nullam molestie nibh in lectus pellentesque at,136,Orange,medium,9.5,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,2015-06-04,1.6,774,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer,4.5,395,free,37.42
51,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",400.75,44.11,toys,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,263,Teal,small,0.5,eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio,2021-01-11,2.3,891,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,1.2,23,standard,45.78
52,nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit,Nulla nisl.,926.43,37.37,electronics,a suscipit nulla elit ac nulla sed vel enim sit amet nunc,911,Green,medium,6.3,mi sit amet lobortis sapien sapien non mi integer ac,2019-11-27,4.5,641,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin,1.6,352,standard,27.91
53,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est,"Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",712.95,22.96,clothing,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla,236,Turquoise,large,9.1,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor,2022-09-15,1.4,881,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit,4.7,917,standard,19.05
54,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,134.5,43.33,electronics,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent,922,Aquamarine,medium,1.2,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla,2012-06-13,4.0,736,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,2.3,744,express,32.1
55,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",709.06,4.01,electronics,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,874,Turquoise,large,2.0,vestibulum proin eu mi nulla ac enim in tempor turpis nec,2011-06-29,3.3,316,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis,4.0,502,free,13.2
56,pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",871.7,42.91,home decor,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue,79,Green,extra large,7.5,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare,2020-06-27,2.5,41,arcu libero rutrum ac lobortis vel dapibus at diam nam tristique,2.8,721,free,22.07
57,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.",63.23,10.59,clothing,donec ut mauris eget massa tempor convallis nulla neque libero convallis eget,840,Pink,extra large,2.8,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit,2016-02-16,3.3,435,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla,2.2,396,free,30.23
58,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc,Donec ut dolor.,228.73,11.8,toys,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien,888,Aquamarine,extra large,8.7,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque,2018-10-20,2.7,372,nibh in lectus pellentesque at nulla suspendisse potenti cras in,1.6,65,express,5.45
59,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,637.48,0.13,beauty,id nisl venenatis lacinia aenean sit amet justo morbi ut,418,Yellow,large,1.4,dui vel sem sed sagittis nam congue risus semper porta,2016-03-05,1.0,653,dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis,1.2,772,free,9.35
60,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",768.58,33.89,home decor,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim,385,Maroon,medium,2.0,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,2015-07-07,4.8,496,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin,2.1,458,express,30.29
61,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",956.29,12.98,home decor,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel,903,Indigo,large,4.1,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo,2021-05-12,1.6,344,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse,1.4,2,express,38.63
62,semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",123.33,0.73,toys,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae,187,Teal,extra large,7.5,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate,2015-01-09,4.7,886,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,1.2,515,express,39.33
63,lectus pellentesque eget nunc donec quis orci eget orci vehicula,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",987.72,7.73,clothing,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,717,Orange,medium,5.2,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem,2019-08-31,3.2,733,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer,1.7,686,free,30.52
64,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",305.47,40.77,electronics,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla,430,Green,medium,9.3,felis donec semper sapien a libero nam dui proin leo odio porttitor,2015-04-21,2.0,245,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede,4.9,999,free,18.61
65,quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus,Morbi non quam nec dui luctus rutrum. Nulla tellus.,448.03,7.47,beauty,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum,268,Yellow,medium,3.7,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper,2020-08-08,3.3,90,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est,1.8,678,express,26.35
66,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.",700.43,39.56,clothing,at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,850,Purple,extra large,1.6,dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at,2016-05-24,2.7,635,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem,3.5,719,express,22.15
67,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.,298.45,11.26,clothing,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur,774,Red,small,6.5,in est risus auctor sed tristique in tempus sit amet sem,2015-02-02,1.1,390,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,2.7,476,express,41.29
